row_id,country_code,year,agricultural_land_area,forest_area,total_land_area,population_growth,avg_value_of_food_production,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,per_capita_food_supply_variability,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,obesity_prevalence,access_to_electricity,co2_emissions,ratio_urban_population_total
0,889f053,2002,235077.65812821762,5397.7375442359225,537408.3125130708,2.8649311465378458,60.89133599569553,22.080539155747914,3969.519105997136,15.693491622674266,11.024062290906882,64.12957109182621,43.28650230495247,57.932800895580904,8.293939667925411,52.433239249991075,15485.148165150404,0.26913151918450773
1,9e614ab,2012,23000.640737819318,178336.52991248918,232013.63167600657,1.2998841236724892,266.06599864950715,8.897987592369185,4527.2580445661215,26.481297310780654,14.046163643057447,68.28570743405264,63.51321964946754,71.12073748407363,2.4833034310700093,77.71557378319666,1696.4581840116361,0.3516079743524834
2,100c476,2000,90.954867308966,101.78056637276876,445.0371368607274,2.1500289000876918,111.63356017007747,58.90612874344558,18513.52451267202,15.705756653196321,47.203308260139345,28.11074968751873,85.82071229373945,97.58732414902944,18.726448190550087,91.15098076309948,338.795190588203,0.3195085960523483
3,4609682,2013,100843.66121200589,10348.866929392228,154616.14818819732,1.1857086422995342,334.2529602057892,11.912477389694159,10710.266707275832,16.191112330191007,26.96654693489532,50.59753791664849,92.27431462913827,95.61151491494364,23.21854769798239,99.03040254376131,27377.80260036527,0.6501692030189465
4,be2a7f5,2008,224.2893569769973,460.1134238720101,740.2956585946409,0.17357142783044746,365.21414249910134,76.15410290878411,10416.098948407769,55.06703510417353,51.586009944833776,34.32663506272193,80.80613139970838,94.74224846116377,20.010812216577104,91.93036651780052,134.25808334935658,0.6696310417514615
5,7e222a7,2014,51966.19326353412,230945.21802033053,256353.8649543839,3.203028951277656,136.97999639032258,4.9354620970855425,16718.781819891643,43.18175419574069,42.54069006222488,50.654807153222286,41.45980749191296,92.64385363960092,13.44081362135737,89.72841744755004,5184.563498868429,0.869800334458247
6,066b021,2007,47126.695392651134,4142.631737375366,142737.42775140173,2.1281195350393234,114.39114891544556,21.824390462022887,1852.6735084282307,30.95768094384552,9.884698344820967,64.479927664776,93.7045424514895,66.04068129714793,7.745656959394459,100.71125513702476,3197.955249287154,0.2644718380858398
7,66b86bf,2000,55456.49513810402,34131.5328816097,110392.36533270717,-0.4983419573504462,367.4382517002946,5.98578041359983,8928.269190399053,103.46430701467092,40.76364789210632,42.61364054494144,86.39434725676226,100.35319326846826,17.927028536361593,99.6712568379595,43300.308222361935,0.6919107960613514
8,583201c,2010,156937.91096280413,93036.30748180716,224242.6354129764,2.561977323293671,268.68267149048154,17.305615474419337,3080.4589993848076,58.93935201333861,14.730994414268784,63.12309331938813,13.750937066586339,84.18168166754799,8.6281010188759,65.72473414257342,10046.847651708887,0.5046705532267296
9,0ea781c,2009,343.5403239209176,1719.2163881356962,2774.1522022862237,0.7038699266122592,270.2434678185151,121.88955268677135,5507.9050542304085,45.500109119786366,48.46535027921238,28.456873241906948,93.28467909101074,97.40750718574712,41.226103750523706,96.1587503539323,189.00669937868636,0.1985574056038882
10,2ddc563,2015,16767.621858273866,3278.327673957622,28827.55993086269,0.3674565302470057,363.54274584524484,42.2495794298419,8105.834114060323,80.31716160279402,41.461597825557725,39.367003086111346,90.4286457794563,100.68953537316679,19.039709042634705,100.38969612976395,5523.915546431654,0.629038898509574
11,b79b5f9,2009,31503.11287157392,52568.58144276377,111926.59108056332,2.011007737086908,214.2062588841937,18.134190977303845,3975.446083395861,27.222379202872798,23.98133754320282,45.747140298470974,74.93921599101394,87.70612129685263,13.471954940542687,79.51621439717034,7889.912256514776,0.5041259278181669
12,f787860,2003,99.71831472992372,258.8933651534353,397.17958891994317,0.19208807165349207,200.1324012834304,82.48077675990163,8836.165938162943,56.96868894322064,42.38414255751749,38.307932325959015,77.03400494632955,94.58491454206344,14.831737855125098,83.6174444624416,195.92714683766846,0.4526627695251506
13,4080343,2011,36514.19346559091,2720.4467866938,53759.3987261962,2.71455421138875,123.44316123212036,18.300480422505288,1232.4578459128913,5.991175112978167,7.989523518722402,71.3297644297587,11.453458479212575,59.93992044523782,5.3996704270694496,39.483195107846505,2433.736176517536,0.36619953091833635
14,c408d26,2000,14936.262147952732,3353.9671265621446,20646.257678334056,0.7202337742240397,136.63227796459637,17.752294093837172,6465.977157839785,24.989330831624237,18.65831674793768,51.193862940816686,63.18739172542326,82.49959708142026,13.759525714473956,83.3353593894063,5801.111402482315,0.5750553092425587
15,e256731,2004,358038.8417244148,19341.85190508181,762934.9659774181,2.024773371084979,181.96066654412013,9.027215764872247,3862.080255655529,66.75520258832236,23.167937240465783,48.45245604592326,44.34850304983287,90.03932001319184,3.4961252516234174,80.74153973779781,132199.89528030227,0.3561076758434092
16,99a7c06,2005,1128012.3925907514,113718.62834605695,1547914.5758209603,1.201594363267406,238.3291868218243,13.854347725076392,6113.954649815197,35.61173974420708,43.4782396471511,49.399777998936536,53.20828232870346,59.87655924181338,10.022631926336217,86.92286076394512,8610.722381099326,0.6373602855121681
17,a0b37e7,2015,467257.92556258244,107302.44165094245,1596251.3510717426,1.1812038119201382,316.157828694169,7.084649090687599,15811.162485631608,27.927154199113364,22.11057192338848,52.18991846053057,88.77206940360966,96.89147489037472,22.70461332053063,100.901913911833,661500.1174933361,0.7381080332661127
18,d090b87,2000,16571.566687168423,1100.561789037495,27072.998915838758,1.712128907036386,99.65928120237464,101.9988052426822,1759.154385221576,53.123520338094615,7.9889078188606355,51.66232388343712,20.80793318669007,61.97949484373461,6.1476495015120545,33.999265496469285,1384.72177990717,0.3592098856967944
19,e256731,2006,368486.7928509775,18379.70387556535,778930.3304946676,2.0524493774096637,185.8468342353423,11.850890778498433,4160.267598590124,39.40689640683034,24.122562122072463,47.636230608677494,48.17663296613062,88.06714174079626,3.8445051479040737,83.28930014872202,148335.93218100938,0.3451658461557262
20,6966b4a,2011,6154.292487976654,4762.295899240025,10186.466083049783,3.153459924607177,74.99150184215306,182.30399742171372,1524.7833623723925,74.72307158031072,15.285873917661245,61.78746707793918,59.94455404919921,89.59908532907366,6.64863686939629,40.62266160091293,451.23548535803,0.5756914324899507
22,12c8f8f,2003,18193.947153190933,3647.260426656319,24814.52743185728,1.6457035028968334,180.86880283791885,75.92842448660498,922.7379815312088,108.43027953605363,4.018467324771334,53.01224909509766,50.6275900394139,68.92676873268553,1.4147096557426866,7.734367171993282,530.9618754470082,0.17706864635639105
23,3e049d7,2012,959044.479073012,90914.46985089156,1229791.5696127035,1.3899452197337256,235.0025804215503,4.0732479346479975,12470.543184059796,23.657564151773702,35.60294115778736,52.522019261926495,64.21166432541574,91.94309982189444,24.170332954724607,84.01162388119589,460541.0154020321,0.6473747088922087
24,e509cda,2002,51092.21087755501,219830.7918362204,610918.1535487366,1.965281677711424,181.91833073751786,11.070470513847694,859.6670590050478,26.689878832636705,17.303260205095008,54.7886609370893,17.720376987459048,64.13286636555914,2.2352652633267502,6.575715929274787,247.4396675368259,0.3732566994716475
25,abd1492,2006,1804213.5094026062,691929.583483676,2964217.950328425,1.5633401835058796,153.68342768917663,4.0651212994016985,3430.420916794011,31.30596599791562,9.931135279540014,61.83674435060562,30.99291411972152,84.89999597278022,2.198079456244721,67.60305313160707,1325546.8516859992,0.2936178976437154
26,04952a0,2013,705250.1050986943,78558.31327284314,921805.9039446927,2.701659585256973,205.3008936942953,5.917647919115727,5398.575240937228,24.9523741770233,10.13455143096416,65.6675012255395,29.55240370174288,65.66885812995997,8.706040768452729,54.58631576343804,99168.79618179619,0.44592038333441725
27,5dbddf9,2004,379144.60369254416,13749.616383710141,661144.1219323593,4.555175204394752,118.80572162210144,161.79739082742915,1071.7773102902229,52.86427479573072,13.1622120420117,76.99526987490702,25.659680573537642,37.20125559000818,1.5247405907410565,17.141620610640153,948.7590105002887,0.2292561859261033
28,893d538,2005,133188.10290048446,34437.76343397554,197983.90506966444,3.4185429105182106,171.0025050310174,33.677728174314105,1252.9209492261866,51.19146290399984,10.889386149229855,45.86306729141963,16.573976793605752,64.70200987050454,1.8648167542379468,9.041818569907267,2158.6364904865445,0.13053715784762734
30,c8e4701,2013,203937.4723720504,102216.569471935,312783.463726045,2.511061649984109,270.844832519754,12.90364132891774,2904.650548803991,29.24703222604905,13.026296729961507,64.42784220746589,21.67894633445624,83.09775483824319,7.378962507372543,62.37053908930374,10657.249862293593,0.5389448553900568
31,f405b98,2005,37615.79827149777,28420.53407745017,71867.04261195817,3.9150968439315768,132.23702078235442,83.97102313439844,1036.4035271155446,20.137590297121857,10.96422586306418,59.649315243249426,11.751032824313382,51.50547352332025,3.856374964345928,11.168180464608474,542.5482542375803,0.37044387094635584
32,7e222a7,2011,51796.93670814215,219192.7639946829,258844.3406472807,3.4417789295079557,150.78606286168042,4.982847684839119,15974.684260942537,33.40750432388878,39.62687127909413,50.84104595521218,41.125411282084606,92.38812699094345,12.350751663792956,85.27765238509866,4937.457203392614,0.8593347725396504
33,5c2e474,2003,23245.517679328183,421.2247093675609,29989.068897699835,0.8408294353226011,58.60848697892429,31.009052288379674,1895.7551520815493,9.099951325083966,8.930309561766373,81.05003274816946,25.792045273413358,77.97078918028663,8.883803281949806,7.071693050025713,1929.9691177383856,0.21112985047733013
34,10aeba6,2012,9490.570728856595,22751.097549892358,41714.720444146165,-0.3606294911718424,399.30651223697686,6.036488784814477,25825.22970359601,44.62013620536355,53.36202185393924,37.26918036651856,97.75198519372343,99.45870535895996,21.829858122543406,100.636214668766,17609.752308663108,0.6722244941601417
36,a0b37e7,2009,461588.46815624565,107395.51919622834,1597521.9090594302,1.1451345459591136,330.378457422084,5.965779244637586,16498.683446902105,34.982538598567,21.645091212613053,53.16873970067429,88.25022076645031,93.72615884194192,18.93449920917838,97.14744726674165,547299.4247857747,0.6956176725976566
