row_id,prevalence_of_undernourishment
0,1.89222507396385
1,5.96731213690337
2,9.69375766091593
3,25.9469264267483
4,22.2469521175839
5,24.8497942100728
6,20.915550897551
7,28.3611999016551
8,37.7185459556673
9,38.9624749685037
10,13.9717633058509
11,13.646869536285
12,12.9669788423836
13,2.43963179999033
14,33.8666494144167
15,25.2821871357615
16,37.5815511816394
17,4.13031636115059
18,12.7948003694631
19,27.9554288690073
20,32.0208584282518
21,23.6347349888679
22,6.43442970393791
23,4.26748629408756
24,9.61057376686941
25,23.5509853412725
26,20.9305622377464
27,20.9674934295806
28,7.34273258962498
29,2.88534568340171
30,7.46496095090397
31,10.9362143061815
32,2.2074682141081
33,14.9018715591191
34,6.62397813630006
35,33.8575560875314
36,36.3274043264553
37,2.70707044697912
38,9.07159862797208
39,27.9110558913046
40,21.2064979560213
41,27.6057025983071
42,10.6659064222639
43,6.18992554966439
44,6.80535403269207
45,19.4954766937833
46,33.6344156236968
47,10.480126290579
48,34.3757422774444
49,26.5224691627909
50,7.39094294365129
51,8.35134724642134
52,9.79722397734947
53,16.7207141702396
54,22.5213319321317
55,2.33794228214985
56,6.95847768250848
57,10.1707358761318
58,29.8077831433291
59,6.33519129613982
60,31.3636531902681
61,24.1910338977344
62,20.7836646283375
63,25.0877945790131
64,30.058696237612
65,14.1338915722767
66,6.76979229382256
67,4.88763782008938
68,7.34708241359309
69,27.8555760995783
70,12.6255512323871
71,30.7354088514368
72,7.10620822645271
73,17.6904174966671
74,33.5738303746804
75,6.36772146367098
76,26.7990223017372
77,20.3740640550093
78,11.6817401274099
79,11.8936099559011
80,13.4355808648712
81,26.9469328380605
82,10.8289179433477
83,35.1829763208688
84,32.0424548096738
85,35.1755305561046
86,6.44639806497666
87,5.78443926294712
88,5.99063769794298
89,34.588695570316
90,4.13242494753436
91,2.31663969811903
92,35.8580927176187
93,8.9486352888307
94,28.34729087773
95,10.8595913766655
96,22.8965698992983
97,20.9882184887841
98,4.35529754937647
99,15.9088173451313
100,12.2624066072151
101,15.1548685760137
102,35.6504672902475
103,12.5629181603527
104,26.8982241879637
105,26.4633648671467
106,4.43057735215429
107,7.01435106592474
108,21.221729772242
109,26.2485596626311
110,20.8581297870215
111,15.1281505504074
112,18.8035522686798
113,20.398208916076
114,31.9611713136516
115,35.8758477660485
116,10.7837572451725
117,5.12274436242608
118,11.5738010128372
119,8.88028006793589
120,20.821760463425
121,34.9065009217757
122,17.1264562776972
123,32.4325169161853
124,13.6804051583376
125,2.06695771316555
126,4.58072900920616
127,2.92456909715241
128,21.7347042060436
129,18.804064649071
130,37.1904760910185
131,25.0014135181633
132,8.70722876072406
133,4.53151442204072
134,23.6468089457825
135,40.8675323587125
136,30.0442318437577
137,27.2353691640412
138,14.7991494840593
139,28.4843666503891
140,6.4499552961791
141,8.82399311515951
142,24.3247078201537
143,34.6138252417734
144,30.5048564928205
145,7.97434745060497
146,19.1103091857636
147,10.4087123672437
148,24.5781659957451
149,3.56808334379962
150,21.0580972312855
151,15.235135736213
152,2.52061643014264
153,17.2328587639016
154,6.03577042874578
155,27.1651434624003
156,33.8096594806139
157,35.2212979237716
158,25.1358481243353
159,13.6078025148273
160,6.73656388562142
161,34.9038397437427
162,21.4107957045423
163,3.26539144827491
164,8.17790656343315
165,17.3499530182217
166,17.7042312356941
167,23.5530514230182
168,7.81465422421794
169,22.4238622152011
170,39.0169836708097
171,3.74117493501128
172,16.7744387266924
173,12.5118340739463
174,4.48438274419793
175,23.7401769911203
176,2.66003685607228
177,10.0619382115634
178,26.1073351819245
179,19.6070423159254
180,2.09120024019669
181,26.283246183152
182,13.3774413366639
183,21.4212164629765
184,29.9149847340607
185,31.8203807650676
186,12.1750032079733
187,3.2762473431414
188,7.64231229900453
189,25.0495784747934
190,22.2192694589483
191,18.3753737454261
192,1.90136999980204
193,20.6190645198493
194,13.3942769002668
195,13.0260055125997
196,23.0994236999518
197,28.5519472419397
198,20.6586439531744
199,20.2728356243303
200,24.2899255875635
201,15.9511133419396
202,24.6670945725902
203,34.9604237373035
204,32.4290958565807
205,6.48335942319935
206,4.60071280318546
207,2.74863527694313
208,30.3244259023337
209,9.30938468346263
210,36.0579552197595
211,13.1091329818992
212,7.10491516744854
213,16.1030703281207
214,24.270111552341
215,4.88360867722216
216,39.8385647495926
217,10.5510444989509
218,10.8559653888992
219,12.9123630252118
220,29.4170706989324
221,33.6722351234995
222,7.00188716646113
223,29.3979116531928
224,8.93841885320291
225,21.2427969220116
226,7.86249275496473
227,17.0070176788446
228,6.49923991903362
229,24.8366721218143
230,31.8859655374168
231,9.58043210293623
232,26.1154762983167
233,20.7241907971984
234,5.94814411134997
235,33.2194615209462
236,20.2107646532469
237,4.85877127392157
238,25.2810955081583
239,30.9003305471579
240,12.6668316604057
241,7.51421266788082
242,20.9934319177733
243,8.34971191908288
244,27.4515584631405
245,13.4133293550323
246,5.33847462565356
247,4.17736449167975
248,30.5800563494823
249,11.8015437863356
250,7.69082857136442
251,4.19074183452488
252,10.9310285438539
253,38.0594069908963
254,2.88516439798543
255,7.47688666486293
256,13.6057549206891
257,28.7708542467593
258,26.0683065611503
259,18.2458284786157
260,20.0636794150472
261,25.141319641755
262,20.0727614451954
263,3.05026586190204
264,2.98671441810663
265,4.664310963692
266,5.08601176503445
267,20.6477374927814
268,20.7522188226049
269,30.4941163629578
270,28.5302896261713
271,25.0417479678437
272,5.78297699158146
273,4.50553846741661
274,24.3993487256195
275,23.7699415482481
276,14.3178956686926
277,37.9892918241708
278,9.32583844924775
279,12.8599735787885
280,28.0528890100471
281,17.2549245670525
282,13.9195809158938
283,14.087592074952
284,9.13753273736601
285,34.2339488020185
286,9.6089575395809
287,31.259037782993
288,30.7830350204459
289,19.968799087946
290,22.6828620355383
291,13.7067572141772
292,10.645382731638
293,13.5783322011818
294,26.1528746849018
295,19.9817198421244
296,6.84720792931823
297,15.7780962455548
298,10.5511422161381
299,28.5398452748283
300,18.0531998706589
301,29.635079078235
302,17.7701069833512
303,16.0353390946611
304,28.6545321366582
305,7.22916634730244
306,31.4928123278666
307,8.7941244817841
308,23.8004249615147
309,5.95670432124556
310,19.6853553235314
311,25.4433420210127
312,3.18996698367216
313,22.1429670962526
314,5.26344620598727
315,29.5786278011933
316,2.95995179651458
317,22.8135394177937
318,30.6825576946656
319,15.9533450807093
320,3.0791030470709
321,22.7972766343561
322,30.0381228531146
323,21.5891706848741
324,30.4486774769861
325,24.6190214230122
326,10.5724030754967
327,21.353684582375
328,13.7011336910439
329,26.2767030625941
330,4.65081327390539
331,34.0586861205174
332,34.8551432211321
333,21.2586395184759
334,14.4705209684971
335,13.2547789216941
336,8.84758046523793
337,3.62576255256029
338,29.6359271234239
339,29.3651239681101
340,29.627964945099
341,4.0100014744741
342,29.0335398070804
343,6.0281241026985
344,31.3809652655315
345,20.695082609919
346,19.9767209955285
347,3.23734163381482
348,21.3124077596763
349,34.0120962067253
350,15.0078085706734
351,6.80634964523123
352,28.1450914535752
353,39.3741238888954
354,13.8423412539773
355,8.84746558072323
356,6.36893903231032
357,25.6281970848919
358,21.7226215483636
359,5.49226770867558
360,4.29174083085259
361,7.29972029113458
362,25.2752651793678
363,13.2218362068124
364,18.5663225445662
365,5.16031784150153
366,2.69174919078831
367,21.0814748497949
368,25.0751394387303
369,12.0544455422619
370,34.4263233939512
371,14.3839277653602
372,13.1711833763816
373,35.6263727297425
374,24.1729203234653
375,11.6477125687455
376,28.5031967485127
377,22.7370988328519
378,7.66831065608678
379,34.7608320213407
380,9.8490124860584
381,8.33533700861315
382,34.5819705507056
383,10.3963219824873
384,26.5576559077989
385,28.943274160785
386,15.7092532202841
387,2.18763946561236
388,3.23393659353835
389,13.8118719776492
390,11.5810257662004
391,23.9378771195272
392,24.4922758576174
393,13.0284200256526
394,13.2791364514955
395,3.38270481719038
396,17.7074523287885
397,27.8188935528119
398,17.0312062202671
399,12.4830751372488
400,30.3248076534049
401,10.8812407792453
402,36.9984770420659
403,28.1624202037314
404,17.8161290328743
405,37.9342545176507
406,5.57246458363424
407,22.4209977303923
408,12.0205347734079
409,20.2728147504505
410,31.0450504309326
411,27.6660112333523
412,24.0697406936404
413,10.9137458034006
414,18.1108674933329
415,39.1534081600556
416,11.5680291755764
417,21.2949584391419
418,30.2939220826809
419,18.732830221212
420,4.93308405066344
421,5.72249957504717
422,33.7451866144325
423,19.3092904467294
424,13.0599801831797
425,32.8359881635311
426,4.82019821987888
427,21.6465104080101
428,35.7547119669371
429,20.9712544410567
430,31.7019496176648
431,4.48948161525339
432,5.50585157488241
433,33.1621763915449
434,4.42089075738226
435,5.69542655249119
436,6.315617434006
437,15.6341065526909
438,36.5529386199056
439,4.79960531028622
440,27.9205166518524
441,20.1919018711955
442,24.2898383314703
443,13.3328460664122
444,9.84934579251833
445,30.1660679854832
446,8.00331117475862
447,5.75141626845834
448,5.7845118890624
449,28.5845758003386
450,7.71480968180067
451,27.7314328898316
452,31.4578717434678
453,4.18350850731566
454,15.3330040408021
455,20.6171166361456
456,15.7966195499182
457,2.6910094090915
458,29.5125179017697
459,31.5577040092858
460,8.62446878977534
461,22.3641513040287
462,25.9803902488712
463,24.8851938310048
464,25.5250229123332
465,11.9808807696887
466,33.3579176348829
467,12.1937510442707
468,17.2460605037357
469,6.55201188823358
470,11.3960128479603
471,4.68750752564297
472,24.1764946688943
473,20.8185521405143
474,25.96464825919
475,32.7722217528214
476,14.663193807561
477,26.8161887389785
478,3.50478827754949
479,5.12426453854948
480,4.77809747716026
481,20.5600203493596
482,30.3446152177077
483,2.95684774747679
484,7.66759020861907
485,29.8865246959784
486,8.27775588277045
487,28.2237385726526
488,24.1652533209971
489,23.2636108826393
490,3.61858834334208
491,27.0369188684167
492,30.3335525409242
493,34.6536627973931
494,20.3248658663731
495,4.68470972442204
496,18.0445533650411
497,22.0936547724725
498,2.44740802756017
499,13.8118213996746
500,6.9880709966231
501,35.0301114547896
502,29.0881488059231
503,7.94119081415588
504,3.41316971645532
505,4.06403974692377
506,14.0971069654146
507,2.88726643037204
508,19.3051862414465
509,13.8907083353088
510,23.1303113209742
511,5.09952934353693
512,7.50755843289958
513,5.34833481993659
514,4.5306623119286
515,7.38067792867643
516,18.7024501397845
517,32.7336547921966
518,11.2631580724228
519,38.775518737546
520,39.6795926084399
521,17.229663542813
522,19.8230029150724
523,38.4248576482908
524,2.45449116036273
525,21.1652123993773
526,32.4268440368442
527,12.2644840527478
528,3.48348744897475
529,35.2106921792029
530,13.1791464168285
531,24.7241741557685
532,5.03944720491061
533,21.3739376125636
534,23.9223005821496
535,23.4560505162053
536,4.1198075113166
537,27.7375023761355
538,13.8050937996784
539,7.07469747860099
540,35.8643230878898
541,8.58471652981111
542,8.26634260377541
543,6.68084870622644
544,10.1705546048055
545,12.3039033593799
546,5.60960885706214
547,41.9902774026637
548,6.17244433934176
549,7.18233136236602
550,13.5994995568877
551,3.25921799093877
552,28.5194952100678
553,35.6451776846575
554,35.2199848107022
555,37.3299320898914
556,19.4305132168859
557,6.78528509089231
558,14.6919187354228
559,16.5646782199277
560,28.8599455094203
561,15.5448889269874
562,4.8389682418554
563,4.12523564474364
564,36.831528808528
565,18.0131078416944
566,2.61558555412371
567,30.081370553174
568,37.6821880488472
569,26.1110973977961
570,24.1641731184766
571,9.16055291607903
572,26.4369975632629
573,30.8307500306448
574,9.29544246853659
575,3.3211573660962
576,29.9429474961505
577,5.83105220304861
578,1.50524199703383
579,10.1305274909845
580,12.1074791640363
581,8.14304655449095
582,5.3780045859119
583,28.6065821844502
584,2.53121397994865
585,25.2032866038605
586,19.5939559239936
587,31.2419621149929
588,30.9587850472047
589,26.5165916160328
590,4.52678466297683
591,20.5123057890218
592,17.5684871467462
593,12.055178723664
594,16.2229018643364
595,29.3986876628071
596,25.8531786306964
597,7.20861109574576
598,32.2353155566028
599,4.03728178140049
600,12.9460393736374
601,23.7481020698638
602,5.65124970218488
603,3.09028057505605
604,21.5090477869465
605,10.8913264993634
606,34.1519036671458
607,10.6789269274166
608,24.118007655798
609,5.19250758031074
610,7.62185892642353
611,24.6879749514869
612,3.91363492305991
613,19.1243031999531
614,6.88378421341689
615,34.558752936292
